date,INDPRO,200dma,indpro_signal
1992-05-14,63.4008,62.43795850000018,1.0
1992-05-15,63.4008,62.44489200000017,1.0
1992-05-18,63.4008,62.45182550000017,1.0
1992-05-19,63.4008,62.458759000000164,1.0
1992-05-20,63.4008,62.46569250000016,1.0
1992-05-21,63.4008,62.472626000000155,1.0
1992-05-22,63.4008,62.47955950000015,1.0
1992-05-25,63.4008,62.486493000000145,1.0
1992-05-26,63.4008,62.49342650000014,1.0
1992-05-27,63.4008,62.500360000000136,1.0
1992-05-28,63.4008,62.50729350000013,1.0
1992-05-29,63.4008,62.514227000000126,1.0
1992-06-01,63.4358,62.52133550000012,1.0
1992-06-02,63.4358,62.52844400000012,1.0
1992-06-03,63.4358,62.535552500000115,1.0
1992-06-04,63.4358,62.54266100000011,1.0
1992-06-05,63.4358,62.5497695000001,1.0
1992-06-08,63.4358,62.55422000000009,1.0
1992-06-09,63.4358,62.55867050000009,1.0
1992-06-10,63.4358,62.56312100000008,1.0
1992-06-11,63.4358,62.56757150000008,1.0
1992-06-12,63.4358,62.57202200000007,1.0
1992-06-15,63.4358,62.576472500000065,1.0
1992-06-16,63.4358,62.580923000000055,1.0
1992-06-17,63.4358,62.58537350000005,1.0
1992-06-18,63.4358,62.58982400000004,1.0
1992-06-19,63.4358,62.59427450000004,1.0
1992-06-22,63.4358,62.59872500000003,1.0
1992-06-23,63.4358,62.60317550000003,1.0
1992-06-24,63.4358,62.60762600000002,1.0
1992-06-25,63.4358,62.612076500000015,1.0
1992-06-26,63.4358,62.616527000000005,1.0
1992-06-29,63.4358,62.6209775,1.0
1992-06-30,63.4358,62.62542799999999,1.0
1992-07-01,64.013,62.63276449999999,1.0
1992-07-02,64.013,62.640100999999994,1.0
1992-07-03,64.013,62.647437499999995,1.0
1992-07-06,64.013,62.654773999999996,1.0
1992-07-07,64.013,62.662552999999996,1.0
1992-07-08,64.013,62.670332,1.0
1992-07-09,64.013,62.678111,1.0
1992-07-10,64.013,62.68589,1.0
1992-07-13,64.013,62.693669,1.0
1992-07-14,64.013,62.701448,1.0
1992-07-15,64.013,62.709227,1.0
1992-07-16,64.013,62.717006,1.0
1992-07-17,64.013,62.724785000000004,1.0
