date,EEM,EFA,IEF,JNK,SCHH,^GSPC,^RUT
2021-06-22,5.0,4.0,7.0,6.0,2.0,3.0,1.0
2021-06-23,5.0,4.0,7.0,6.0,2.0,3.0,1.0
2021-06-24,5.0,4.0,7.0,6.0,2.0,3.0,1.0
2021-06-25,5.0,4.0,7.0,6.0,2.0,3.0,1.0
2021-06-28,5.0,4.0,7.0,6.0,2.0,3.0,1.0
2021-06-29,5.0,4.0,7.0,6.0,2.0,3.0,1.0
2021-06-30,5.0,4.0,7.0,6.0,2.0,3.0,1.0
2021-07-01,5.0,4.0,7.0,6.0,2.0,3.0,1.0
2021-07-02,5.0,4.0,7.0,6.0,2.0,3.0,1.0
2021-07-06,5.0,4.0,7.0,6.0,1.0,3.0,2.0
2021-07-07,5.0,4.0,7.0,6.0,1.0,2.0,3.0
2021-07-08,4.0,3.0,6.0,5.0,1.0,,2.0
2021-07-09,5.0,4.0,7.0,6.0,1.0,3.0,2.0
2021-07-12,5.0,4.0,7.0,6.0,1.0,2.0,3.0
2021-07-13,5.0,4.0,7.0,6.0,1.0,2.0,3.0
2021-07-14,5.0,4.0,7.0,6.0,1.0,2.0,3.0
2021-07-15,5.0,4.0,7.0,6.0,1.0,2.0,3.0
2021-07-16,5.0,4.0,7.0,6.0,1.0,2.0,3.0
2021-07-19,4.0,3.0,6.0,5.0,1.0,2.0,
