date,21dma,200dma,hy_signal,hy_signal_cross,hy_signal_slope,slope,BAMLH0A0HYM2
1997-05-05,2.886190476190476,,,,1.0,-0.0030259740259740344,2.86
1997-05-06,2.8804761904761906,,,,1.0,-0.00284415584415585,2.83
1997-05-07,2.873809523809524,,,,1.0,-0.0033116883116883155,2.79
1997-05-08,2.8680952380952385,,,,1.0,-0.003883116883116885,2.79
1997-05-09,2.862857142857143,,,,1.0,-0.003896103896103899,2.81
1997-05-12,2.86047619047619,,,,1.0,-0.004350649350649355,2.82
1997-05-13,2.8533333333333335,,,,1.0,-0.0057662337662337726,2.73
1997-05-14,2.841904761904762,,,,1.0,-0.006792207792207797,2.69
1997-05-15,2.8319047619047617,,,,1.0,-0.007662337662337665,2.7
1997-05-16,2.8204761904761906,,,,1.0,-0.008376623376623378,2.68
1997-05-19,2.809047619047619,,,,1.0,-0.00905194805194805,2.67
1997-05-20,2.8004761904761906,,,,1.0,-0.009727272727272727,2.69
1997-05-21,2.79,,,,1.0,-0.010142857142857143,2.67
1997-05-22,2.7804761904761905,,,,1.0,-0.011649350649350647,2.63
1997-05-23,2.7738095238095237,,,,1.0,-0.013480519480519482,2.64
1997-05-27,2.7652380952380953,,,,1.0,-0.01564935064935065,2.6
1997-05-28,2.755714285714286,,,,1.0,-0.017025974025974028,2.61
1997-05-29,2.7414285714285715,,,,1.0,-0.016714285714285716,2.61
1997-05-30,2.727619047619047,,,,1.0,-0.01506493506493507,2.65
1997-05-31,2.7166666666666663,,,,1.0,-0.013077922077922076,2.68
1997-06-02,2.705238095238095,,,,1.0,-0.011194805194805191,2.66
1997-06-03,2.6966666666666668,,,,1.0,-0.009311688311688309,2.68
1997-06-04,2.688095238095238,,,,1.0,-0.008012987012987012,2.65
1997-06-05,2.679047619047619,,,,1.0,-0.007701298701298698,2.6
1997-06-06,2.6747619047619047,,,,1.0,-0.005844155844155838,2.7
1997-06-09,2.664285714285714,,,,1.0,-0.00501298701298701,2.59
1997-06-10,2.651904761904762,,,,1.0,-0.004142857142857141,2.56
1997-06-11,2.643333333333333,,,,1.0,-0.004350649350649352,2.55
1997-06-12,2.638571428571429,,,,1.0,-0.004376623376623381,2.59
1997-06-13,2.6347619047619046,,,,1.0,-0.0037402597402597408,2.62
1997-06-16,2.630952380952381,,,,1.0,-0.0035454545454545426,2.6
1997-06-17,2.6266666666666665,,,,1.0,-0.003649350649350647,2.58
1997-06-18,2.6233333333333335,,,,1.0,-0.002831168831168828,2.62
1997-06-19,2.6204761904761904,,,,1.0,-0.0023376623376623377,2.61
1997-06-20,2.620952380952381,,,,1.0,-0.001948051948051948,2.64
