,index,date,mb_signal,vol_breadth_signal,fs_signal,hy_signal,valuation_spread_signal,audchf_signal,correlation_signal,PMI_signal,bfcius_signal,indpro_signal,close,market_vol_cross,market_cross,RM_Score,rm_score,technical_score,volatility_score,economic_growth_score,financial_conditions_score,sentiment_score,1M,3M
2723,2723,2017-07-20,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2473.45,1.0,1.0,11.0,91.66666666666666,3.0,2.0,2.0,3.0,1.0,0.0014878004406801981,0.0016656896238049779
2724,2724,2017-07-20,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2473.45,1.0,1.0,11.0,91.66666666666666,3.0,2.0,2.0,3.0,1.0,0.0014878004406801981,0.0016656896238049779
2725,2725,2017-07-20,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2473.45,1.0,1.0,11.0,91.66666666666666,3.0,2.0,2.0,3.0,1.0,0.0014878004406801981,0.0016656896238049779
2726,2726,2017-07-20,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2473.45,1.0,1.0,11.0,91.66666666666666,3.0,2.0,2.0,3.0,1.0,0.0014878004406801981,0.0016656896238049779
2727,2727,2017-07-20,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2473.45,1.0,1.0,11.0,91.66666666666666,3.0,2.0,2.0,3.0,1.0,0.0014878004406801981,0.0016656896238049779
2728,2728,2017-07-20,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2473.45,1.0,1.0,11.0,91.66666666666666,3.0,2.0,2.0,3.0,1.0,0.0014878004406801981,0.0016656896238049779
2729,2729,2017-07-20,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2473.45,1.0,1.0,11.0,91.66666666666666,3.0,2.0,2.0,3.0,1.0,0.0014878004406801981,0.0016656896238049779
2730,2730,2017-07-21,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2472.54,1.0,1.0,11.0,91.66666666666666,3.0,2.0,2.0,3.0,1.0,0.0021395002709763133,-0.00015368811020255446
2731,2731,2017-07-21,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2472.54,1.0,1.0,11.0,91.66666666666666,3.0,2.0,2.0,3.0,1.0,0.0021395002709763133,-0.00015368811020255446
2732,2732,2017-07-21,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2472.54,1.0,1.0,11.0,91.66666666666666,3.0,2.0,2.0,3.0,1.0,0.0021395002709763133,-0.00015368811020255446
2733,2733,2017-07-21,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2472.54,1.0,1.0,11.0,91.66666666666666,3.0,2.0,2.0,3.0,1.0,0.0021395002709763133,-0.00015368811020255446
2734,2734,2017-07-21,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2472.54,1.0,1.0,11.0,91.66666666666666,3.0,2.0,2.0,3.0,1.0,0.0021395002709763133,-0.00015368811020255446
2735,2735,2017-07-21,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2472.54,1.0,1.0,11.0,91.66666666666666,3.0,2.0,2.0,3.0,1.0,0.0021395002709763133,-0.00015368811020255446
2736,2736,2017-07-21,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2472.54,1.0,1.0,11.0,91.66666666666666,3.0,2.0,2.0,3.0,1.0,0.0021395002709763133,-0.00015368811020255446
2737,2737,2017-07-24,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2469.91,1.0,1.0,11.0,91.66666666666666,3.0,2.0,2.0,3.0,1.0,0.0022308505168204817,0.002801721520217404
2738,2738,2017-07-24,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2469.91,1.0,1.0,11.0,91.66666666666666,3.0,2.0,2.0,3.0,1.0,0.0022308505168204817,0.002801721520217404
2739,2739,2017-07-24,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2469.91,1.0,1.0,11.0,91.66666666666666,3.0,2.0,2.0,3.0,1.0,0.0022308505168204817,0.002801721520217404
2740,2740,2017-07-24,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2469.91,1.0,1.0,11.0,91.66666666666666,3.0,2.0,2.0,3.0,1.0,0.0022308505168204817,0.002801721520217404
2741,2741,2017-07-24,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2469.91,1.0,1.0,11.0,91.66666666666666,3.0,2.0,2.0,3.0,1.0,0.0022308505168204817,0.002801721520217404
2742,2742,2017-07-24,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2469.91,1.0,1.0,11.0,91.66666666666666,3.0,2.0,2.0,3.0,1.0,0.0022308505168204817,0.002801721520217404
2743,2743,2017-07-24,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2469.91,1.0,1.0,11.0,91.66666666666666,3.0,2.0,2.0,3.0,1.0,0.0022308505168204817,0.002801721520217404
2744,2744,2017-07-25,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2477.13,1.0,1.0,11.0,91.66666666666666,3.0,2.0,2.0,3.0,1.0,-0.002030575706563731,0.0015259594772982776
2745,2745,2017-07-25,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2477.13,1.0,1.0,11.0,91.66666666666666,3.0,2.0,2.0,3.0,1.0,-0.002030575706563731,0.0015259594772982776
2746,2746,2017-07-25,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2477.13,1.0,1.0,11.0,91.66666666666666,3.0,2.0,2.0,3.0,1.0,-0.002030575706563731,0.0015259594772982776
2747,2747,2017-07-25,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2477.13,1.0,1.0,11.0,91.66666666666666,3.0,2.0,2.0,3.0,1.0,-0.002030575706563731,0.0015259594772982776
2748,2748,2017-07-25,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2477.13,1.0,1.0,11.0,91.66666666666666,3.0,2.0,2.0,3.0,1.0,-0.002030575706563731,0.0015259594772982776
2749,2749,2017-07-25,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2477.13,1.0,1.0,11.0,91.66666666666666,3.0,2.0,2.0,3.0,1.0,-0.002030575706563731,0.0015259594772982776
2750,2750,2017-07-25,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2477.13,1.0,1.0,11.0,91.66666666666666,3.0,2.0,2.0,3.0,1.0,-0.002030575706563731,0.0015259594772982776
2751,2751,2017-07-26,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2477.83,1.0,1.0,11.0,91.66666666666666,3.0,2.0,2.0,3.0,1.0,-0.0030389494033083997,-0.0011744147096450774
2752,2752,2017-07-26,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2477.83,1.0,1.0,11.0,91.66666666666666,3.0,2.0,2.0,3.0,1.0,-0.0030389494033083997,-0.0011744147096450774
2753,2753,2017-07-26,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2477.83,1.0,1.0,11.0,91.66666666666666,3.0,2.0,2.0,3.0,1.0,-0.0030389494033083997,-0.0011744147096450774
2754,2754,2017-07-26,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2477.83,1.0,1.0,11.0,91.66666666666666,3.0,2.0,2.0,3.0,1.0,-0.0030389494033083997,-0.0011744147096450774
2755,2755,2017-07-26,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2477.83,1.0,1.0,11.0,91.66666666666666,3.0,2.0,2.0,3.0,1.0,-0.0030389494033083997,-0.0011744147096450774
2756,2756,2017-07-26,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2477.83,1.0,1.0,11.0,91.66666666666666,3.0,2.0,2.0,3.0,1.0,-0.0030389494033083997,-0.0011744147096450774
2757,2757,2017-07-26,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2477.83,1.0,1.0,11.0,91.66666666666666,3.0,2.0,2.0,3.0,1.0,-0.0030389494033083997,-0.0011744147096450774
2758,2758,2017-07-27,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2475.42,1.0,1.0,11.0,91.66666666666666,3.0,2.0,2.0,3.0,1.0,0.00037569382165436593,-0.0005655605917379569
2759,2759,2017-07-27,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2475.42,1.0,1.0,11.0,91.66666666666666,3.0,2.0,2.0,3.0,1.0,0.00037569382165436593,-0.0005655605917379569
2760,2760,2017-07-27,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2475.42,1.0,1.0,11.0,91.66666666666666,3.0,2.0,2.0,3.0,1.0,0.00037569382165436593,-0.0005655605917379569
2761,2761,2017-07-27,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2475.42,1.0,1.0,11.0,91.66666666666666,3.0,2.0,2.0,3.0,1.0,0.00037569382165436593,-0.0005655605917379569
2762,2762,2017-07-27,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2475.42,1.0,1.0,11.0,91.66666666666666,3.0,2.0,2.0,3.0,1.0,0.00037569382165436593,-0.0005655605917379569
2763,2763,2017-07-27,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2475.42,1.0,1.0,11.0,91.66666666666666,3.0,2.0,2.0,3.0,1.0,0.00037569382165436593,-0.0005655605917379569
2764,2764,2017-07-27,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2475.42,1.0,1.0,11.0,91.66666666666666,3.0,2.0,2.0,3.0,1.0,0.00037569382165436593,-0.0005655605917379569
2765,2765,2017-07-28,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2472.1,1.0,1.0,12.0,100.0,3.0,2.0,3.0,3.0,1.0,0.002212693661259868,-0.013708992354678151
2766,2766,2017-07-28,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2472.1,1.0,1.0,12.0,100.0,3.0,2.0,3.0,3.0,1.0,0.002212693661259868,-0.013708992354678151
2767,2767,2017-07-28,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2472.1,1.0,1.0,12.0,100.0,3.0,2.0,3.0,3.0,1.0,0.002212693661259868,-0.013708992354678151
2768,2768,2017-07-28,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2472.1,1.0,1.0,12.0,100.0,3.0,2.0,3.0,3.0,1.0,0.002212693661259868,-0.013708992354678151
2769,2769,2017-07-28,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2472.1,1.0,1.0,12.0,100.0,3.0,2.0,3.0,3.0,1.0,0.002212693661259868,-0.013708992354678151
2770,2770,2017-07-28,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2472.1,1.0,1.0,12.0,100.0,3.0,2.0,3.0,3.0,1.0,0.002212693661259868,-0.013708992354678151
2771,2771,2017-07-28,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2472.1,1.0,1.0,12.0,100.0,3.0,2.0,3.0,3.0,1.0,0.002212693661259868,-0.013708992354678151
2772,2772,2017-07-31,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2470.3,1.0,1.0,12.0,100.0,3.0,2.0,3.0,3.0,1.0,0.0007529449864387416,-0.011731368659676944
2773,2773,2017-07-31,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2470.3,1.0,1.0,12.0,100.0,3.0,2.0,3.0,3.0,1.0,0.0007529449864387416,-0.011731368659676944
2774,2774,2017-07-31,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2470.3,1.0,1.0,12.0,100.0,3.0,2.0,3.0,3.0,1.0,0.0007529449864387416,-0.011731368659676944
2775,2775,2017-07-31,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2470.3,1.0,1.0,12.0,100.0,3.0,2.0,3.0,3.0,1.0,0.0007529449864387416,-0.011731368659676944
2776,2776,2017-07-31,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2470.3,1.0,1.0,12.0,100.0,3.0,2.0,3.0,3.0,1.0,0.0007529449864387416,-0.011731368659676944
2777,2777,2017-07-31,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2470.3,1.0,1.0,12.0,100.0,3.0,2.0,3.0,3.0,1.0,0.0007529449864387416,-0.011731368659676944
2778,2778,2017-07-31,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2470.3,1.0,1.0,12.0,100.0,3.0,2.0,3.0,3.0,1.0,0.0007529449864387416,-0.011731368659676944
2779,2779,2017-08-01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2476.35,1.0,1.0,12.0,100.0,3.0,2.0,3.0,3.0,1.0,0.00019383366648506595,-0.004244149655743268
2780,2780,2017-08-01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2476.35,1.0,1.0,12.0,100.0,3.0,2.0,3.0,3.0,1.0,0.00019383366648506595,-0.004244149655743268
2781,2781,2017-08-01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2476.35,1.0,1.0,12.0,100.0,3.0,2.0,3.0,3.0,1.0,0.00019383366648506595,-0.004244149655743268
2782,2782,2017-08-01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2476.35,1.0,1.0,12.0,100.0,3.0,2.0,3.0,3.0,1.0,0.00019383366648506595,-0.004244149655743268
2783,2783,2017-08-01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2476.35,1.0,1.0,12.0,100.0,3.0,2.0,3.0,3.0,1.0,0.00019383366648506595,-0.004244149655743268
2784,2784,2017-08-01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2476.35,1.0,1.0,12.0,100.0,3.0,2.0,3.0,3.0,1.0,0.00019383366648506595,-0.004244149655743268
2785,2785,2017-08-01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2476.35,1.0,1.0,12.0,100.0,3.0,2.0,3.0,3.0,1.0,0.00019383366648506595,-0.004244149655743268
2786,2786,2017-08-02,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2477.57,1.0,1.0,12.0,100.0,3.0,2.0,3.0,3.0,1.0,0.0013480951093207683,-0.005230931921196946
2787,2787,2017-08-02,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2477.57,1.0,1.0,12.0,100.0,3.0,2.0,3.0,3.0,1.0,0.0013480951093207683,-0.005230931921196946
2788,2788,2017-08-02,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2477.57,1.0,1.0,12.0,100.0,3.0,2.0,3.0,3.0,1.0,0.0013480951093207683,-0.005230931921196946
2789,2789,2017-08-02,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2477.57,1.0,1.0,12.0,100.0,3.0,2.0,3.0,3.0,1.0,0.0013480951093207683,-0.005230931921196946
2790,2790,2017-08-02,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2477.57,1.0,1.0,12.0,100.0,3.0,2.0,3.0,3.0,1.0,0.0013480951093207683,-0.005230931921196946
2791,2791,2017-08-02,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2477.57,1.0,1.0,12.0,100.0,3.0,2.0,3.0,3.0,1.0,0.0013480951093207683,-0.005230931921196946
2792,2792,2017-08-02,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2477.57,1.0,1.0,12.0,100.0,3.0,2.0,3.0,3.0,1.0,0.0013480951093207683,-0.005230931921196946
2793,2793,2017-08-03,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2472.16,1.0,1.0,12.0,100.0,3.0,2.0,3.0,3.0,1.0,0.0011164325933596952,-0.0016382434793863476
2794,2794,2017-08-03,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2472.16,1.0,1.0,12.0,100.0,3.0,2.0,3.0,3.0,1.0,0.0011164325933596952,-0.0016382434793863476
2795,2795,2017-08-03,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2472.16,1.0,1.0,12.0,100.0,3.0,2.0,3.0,3.0,1.0,0.0011164325933596952,-0.0016382434793863476
2796,2796,2017-08-03,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2472.16,1.0,1.0,12.0,100.0,3.0,2.0,3.0,3.0,1.0,0.0011164325933596952,-0.0016382434793863476
2797,2797,2017-08-03,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2472.16,1.0,1.0,12.0,100.0,3.0,2.0,3.0,3.0,1.0,0.0011164325933596952,-0.0016382434793863476
2798,2798,2017-08-03,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2472.16,1.0,1.0,12.0,100.0,3.0,2.0,3.0,3.0,1.0,0.0011164325933596952,-0.0016382434793863476
2799,2799,2017-08-03,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2472.16,1.0,1.0,12.0,100.0,3.0,2.0,3.0,3.0,1.0,0.0011164325933596952,-0.0016382434793863476
2800,2800,2017-08-04,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2476.83,1.0,1.0,12.0,100.0,3.0,2.0,3.0,3.0,1.0,-0.0011345146820734842,-0.018903194809494317
2801,2801,2017-08-04,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2476.83,1.0,1.0,12.0,100.0,3.0,2.0,3.0,3.0,1.0,-0.0011345146820734842,-0.018903194809494317
2802,2802,2017-08-04,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2476.83,1.0,1.0,12.0,100.0,3.0,2.0,3.0,3.0,1.0,-0.0011345146820734842,-0.018903194809494317
2803,2803,2017-08-04,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2476.83,1.0,1.0,12.0,100.0,3.0,2.0,3.0,3.0,1.0,-0.0011345146820734842,-0.018903194809494317
2804,2804,2017-08-04,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2476.83,1.0,1.0,12.0,100.0,3.0,2.0,3.0,3.0,1.0,-0.0011345146820734842,-0.018903194809494317
2805,2805,2017-08-04,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2476.83,1.0,1.0,12.0,100.0,3.0,2.0,3.0,3.0,1.0,-0.0011345146820734842,-0.018903194809494317
2806,2806,2017-08-04,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2476.83,1.0,1.0,12.0,100.0,3.0,2.0,3.0,3.0,1.0,-0.0011345146820734842,-0.018903194809494317
2807,2807,2017-08-07,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2480.91,1.0,1.0,12.0,100.0,3.0,2.0,3.0,3.0,1.0,-0.017211426452390377,-0.022314392702677543
2808,2808,2017-08-07,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2480.91,1.0,1.0,12.0,100.0,3.0,2.0,3.0,3.0,1.0,-0.017211426452390377,-0.022314392702677543
2809,2809,2017-08-07,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2480.91,1.0,1.0,12.0,100.0,3.0,2.0,3.0,3.0,1.0,-0.017211426452390377,-0.022314392702677543
2810,2810,2017-08-07,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2480.91,1.0,1.0,12.0,100.0,3.0,2.0,3.0,3.0,1.0,-0.017211426452390377,-0.022314392702677543
2811,2811,2017-08-07,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2480.91,1.0,1.0,12.0,100.0,3.0,2.0,3.0,3.0,1.0,-0.017211426452390377,-0.022314392702677543
2812,2812,2017-08-07,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2480.91,1.0,1.0,12.0,100.0,3.0,2.0,3.0,3.0,1.0,-0.017211426452390377,-0.022314392702677543
2813,2813,2017-08-07,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2480.91,1.0,1.0,12.0,100.0,3.0,2.0,3.0,3.0,1.0,-0.017211426452390377,-0.022314392702677543
2814,2814,2017-08-08,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2474.92,1.0,1.0,12.0,100.0,3.0,2.0,3.0,3.0,1.0,-0.013576196402307894,-0.018808688765697523
2815,2815,2017-08-08,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2474.92,1.0,1.0,12.0,100.0,3.0,2.0,3.0,3.0,1.0,-0.013576196402307894,-0.018808688765697523
2816,2816,2017-08-08,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2474.92,1.0,1.0,12.0,100.0,3.0,2.0,3.0,3.0,1.0,-0.013576196402307894,-0.018808688765697523
2817,2817,2017-08-08,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2474.92,1.0,1.0,12.0,100.0,3.0,2.0,3.0,3.0,1.0,-0.013576196402307894,-0.018808688765697523
2818,2818,2017-08-08,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2474.92,1.0,1.0,12.0,100.0,3.0,2.0,3.0,3.0,1.0,-0.013576196402307894,-0.018808688765697523
2819,2819,2017-08-08,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2474.92,1.0,1.0,12.0,100.0,3.0,2.0,3.0,3.0,1.0,-0.013576196402307894,-0.018808688765697523
2820,2820,2017-08-08,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2474.92,1.0,1.0,12.0,100.0,3.0,2.0,3.0,3.0,1.0,-0.013576196402307894,-0.018808688765697523
2821,2821,2017-08-09,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2474.02,1.0,1.0,12.0,100.0,3.0,2.0,3.0,3.0,1.0,-0.0033063596898973424,-0.008694351702896452
2822,2822,2017-08-09,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2474.02,1.0,1.0,12.0,100.0,3.0,2.0,3.0,3.0,1.0,-0.0033063596898973424,-0.008694351702896452
2823,2823,2017-08-09,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2474.02,1.0,1.0,12.0,100.0,3.0,2.0,3.0,3.0,1.0,-0.0033063596898973424,-0.008694351702896452
2824,2824,2017-08-09,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2474.02,1.0,1.0,12.0,100.0,3.0,2.0,3.0,3.0,1.0,-0.0033063596898973424,-0.008694351702896452
2825,2825,2017-08-09,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2474.02,1.0,1.0,12.0,100.0,3.0,2.0,3.0,3.0,1.0,-0.0033063596898973424,-0.008694351702896452
2826,2826,2017-08-09,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2474.02,1.0,1.0,12.0,100.0,3.0,2.0,3.0,3.0,1.0,-0.0033063596898973424,-0.008694351702896452
2827,2827,2017-08-09,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2474.02,1.0,1.0,12.0,100.0,3.0,2.0,3.0,3.0,1.0,-0.0033063596898973424,-0.008694351702896452
2828,2828,2017-08-10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2438.21,0.0,1.0,11.0,91.66666666666666,3.0,1.0,3.0,3.0,1.0,0.010827615340762264,0.0023910983877515335
2829,2829,2017-08-10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2438.21,0.0,1.0,11.0,91.66666666666666,3.0,1.0,3.0,3.0,1.0,0.010827615340762264,0.0023910983877515335
2830,2830,2017-08-10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2438.21,0.0,1.0,11.0,91.66666666666666,3.0,1.0,3.0,3.0,1.0,0.010827615340762264,0.0023910983877515335
2831,2831,2017-08-10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2438.21,0.0,1.0,11.0,91.66666666666666,3.0,1.0,3.0,3.0,1.0,0.010827615340762264,0.0023910983877515335
2832,2832,2017-08-10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2438.21,0.0,1.0,11.0,91.66666666666666,3.0,1.0,3.0,3.0,1.0,0.010827615340762264,0.0023910983877515335
2833,2833,2017-08-10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2438.21,0.0,1.0,11.0,91.66666666666666,3.0,1.0,3.0,3.0,1.0,0.010827615340762264,0.0023910983877515335
2834,2834,2017-08-10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2438.21,0.0,1.0,11.0,91.66666666666666,3.0,1.0,3.0,3.0,1.0,0.010827615340762264,0.0023910983877515335
2835,2835,2017-08-11,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2441.32,0.0,1.0,11.0,91.66666666666666,3.0,1.0,3.0,3.0,1.0,0.010973571674339988,-0.0009625940065212113
2836,2836,2017-08-11,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2441.32,0.0,1.0,11.0,91.66666666666666,3.0,1.0,3.0,3.0,1.0,0.010973571674339988,-0.0009625940065212113
2837,2837,2017-08-11,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2441.32,0.0,0.0,10.0,83.33333333333334,2.0,1.0,3.0,3.0,1.0,0.010973571674339988,-0.0009625940065212113
2838,2838,2017-08-11,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2441.32,0.0,0.0,10.0,83.33333333333334,2.0,1.0,3.0,3.0,1.0,0.010973571674339988,-0.0009625940065212113
2839,2839,2017-08-11,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2441.32,0.0,0.0,10.0,83.33333333333334,2.0,1.0,3.0,3.0,1.0,0.010973571674339988,-0.0009625940065212113
2840,2840,2017-08-11,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2441.32,0.0,0.0,10.0,83.33333333333334,2.0,1.0,3.0,3.0,1.0,0.010973571674339988,-0.0009625940065212113
2841,2841,2017-08-11,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2441.32,0.0,0.0,10.0,83.33333333333334,2.0,1.0,3.0,3.0,1.0,0.010973571674339988,-0.0009625940065212113
