,date,NFCI,21dma,200dma,fc_signal
224,1995-11-16,-0.74507,-0.7264995238095239,-0.6866357500000001,1.0
225,1995-11-17,-0.75437,-0.7288247619047619,-0.6875096500000001,1.0
226,1995-11-20,-0.75437,-0.730862380952381,-0.68838355,1.0
227,1995-11-21,-0.75437,-0.7329,-0.6892574499999999,1.0
228,1995-11-22,-0.75437,-0.7349376190476191,-0.6901313499999999,1.0
229,1995-11-23,-0.75437,-0.736975238095238,-0.69100525,1.0
230,1995-11-24,-0.76011,-0.7392861904761905,-0.69176875,1.0
231,1995-11-27,-0.76011,-0.7411604761904762,-0.69253225,1.0
232,1995-11-28,-0.76011,-0.7430347619047619,-0.6932957500000001,1.0
233,1995-11-29,-0.76011,-0.7449090476190475,-0.69405925,1.0
234,1995-11-30,-0.76011,-0.7467833333333334,-0.69482275,1.0
235,1995-12-01,-0.76138,-0.7487180952380952,-0.6954895999999999,1.0
236,1995-12-04,-0.76138,-0.7500795238095238,-0.69615645,1.0
237,1995-12-05,-0.76138,-0.7514409523809524,-0.6968233,1.0
238,1995-12-06,-0.76138,-0.752802380952381,-0.69749015,1.0
239,1995-12-07,-0.76138,-0.7541638095238095,-0.698157,1.0
240,1995-12-08,-0.75903,-0.7554133333333334,-0.6987512000000001,1.0
241,1995-12-11,-0.75903,-0.7560780952380952,-0.6993454,1.0
242,1995-12-12,-0.75903,-0.7567428571428572,-0.6999396,1.0
243,1995-12-13,-0.75903,-0.757407619047619,-0.7005337999999999,1.0
244,1995-12-14,-0.75903,-0.7580723809523808,-0.701128,1.0
245,1995-12-15,-0.75423,-0.7585085714285714,-0.70167365,1.0
246,1995-12-18,-0.75423,-0.7585019047619047,-0.7022193,1.0
247,1995-12-19,-0.75423,-0.7584952380952381,-0.7027649500000002,1.0
248,1995-12-20,-0.75423,-0.7584885714285714,-0.7033105999999999,1.0
249,1995-12-21,-0.75423,-0.7584819047619048,-0.7038562500000001,1.0
250,1995-12-22,-0.75025,-0.7582857142857142,-0.7043771,1.0
251,1995-12-25,-0.75025,-0.7578161904761904,-0.70489795,1.0
252,1995-12-26,-0.75025,-0.7573466666666666,-0.7054188,1.0
253,1995-12-27,-0.75025,-0.7568771428571428,-0.7059396499999999,1.0
254,1995-12-28,-0.75025,-0.7564076190476191,-0.7064605,1.0
255,1995-12-29,-0.74968,-0.7559109523809523,-0.7069853500000001,1.0
256,1996-01-01,-0.74968,-0.7553538095238095,-0.7075102,1.0
257,1996-01-02,-0.74968,-0.7547966666666666,-0.70803505,1.0
258,1996-01-03,-0.74968,-0.7542395238095237,-0.7085599,1.0
259,1996-01-04,-0.74968,-0.7536823809523809,-0.7090847499999999,1.0
260,1996-01-05,-0.75547,-0.7534009523809524,-0.7096405,1.0
261,1996-01-08,-0.75547,-0.7532314285714286,-0.7101962500000001,1.0
262,1996-01-09,-0.75547,-0.7530619047619047,-0.710752,1.0
263,1996-01-10,-0.75547,-0.752892380952381,-0.71130775,1.0
264,1996-01-11,-0.75547,-0.7527228571428571,-0.7118635000000001,1.0
265,1996-01-12,-0.76601,-0.7530552380952381,-0.71246065,1.0
266,1996-01-15,-0.76601,-0.7536161904761906,-0.7130578,1.0
267,1996-01-16,-0.76601,-0.7541771428571428,-0.71365495,1.0
268,1996-01-17,-0.76601,-0.7547380952380952,-0.7142521,1.0
269,1996-01-18,-0.76601,-0.7552990476190475,-0.71484925,1.0
270,1996-01-19,-0.78109,-0.7565780952380953,-0.71548905,1.0
271,1996-01-22,-0.78109,-0.7580466666666666,-0.7161288499999999,1.0
272,1996-01-23,-0.78109,-0.759515238095238,-0.7167686500000001,1.0
273,1996-01-24,-0.78109,-0.7609838095238095,-0.7174084500000001,1.0
274,1996-01-25,-0.78109,-0.762452380952381,-0.71804825,1.0
275,1996-01-26,-0.79918,-0.7647823809523809,-0.7187241499999999,1.0
276,1996-01-29,-0.79918,-0.7671395238095238,-0.71940005,1.0
277,1996-01-30,-0.79918,-0.7694966666666667,-0.7200759500000001,1.0
278,1996-01-31,-0.79918,-0.7718538095238094,-0.7207518500000001,1.0
279,1996-02-01,-0.79918,-0.7742109523809524,-0.72142775,1.0
280,1996-02-02,-0.81611,-0.7773742857142856,-0.7221186500000001,1.0
281,1996-02-05,-0.81611,-0.7802619047619048,-0.72280955,1.0
282,1996-02-06,-0.81611,-0.7831495238095239,-0.72350045,1.0
283,1996-02-07,-0.81611,-0.7860371428571428,-0.72419135,1.0
284,1996-02-08,-0.81611,-0.7889247619047618,-0.72488225,1.0
285,1996-02-09,-0.82784,-0.7923709523809525,-0.7255577,1.0
286,1996-02-12,-0.82784,-0.795315238095238,-0.7262331499999999,1.0
287,1996-02-13,-0.82784,-0.7982595238095238,-0.7269086,1.0
288,1996-02-14,-0.82784,-0.8012038095238095,-0.7275840500000001,1.0
289,1996-02-15,-0.82784,-0.8041480952380953,-0.7282595,1.0
290,1996-02-16,-0.83255,-0.8073166666666667,-0.72888915,1.0
291,1996-02-19,-0.83255,-0.8097671428571429,-0.7295187999999999,1.0
292,1996-02-20,-0.83255,-0.8122176190476191,-0.73014845,1.0
293,1996-02-21,-0.83255,-0.8146680952380952,-0.7307781000000001,1.0
294,1996-02-22,-0.83255,-0.8171185714285715,-0.73140775,1.0
295,1996-02-23,-0.82874,-0.819387619047619,-0.7319708,1.0
296,1996-02-26,-0.82874,-0.820795238095238,-0.73253385,1.0
297,1996-02-27,-0.82874,-0.8222028571428571,-0.7330968999999999,1.0
298,1996-02-28,-0.82874,-0.8236104761904761,-0.73365995,1.0
299,1996-02-29,-0.82874,-0.8250180952380952,-0.7342230000000001,1.0
300,1996-03-01,-0.81549,-0.8257947619047619,-0.7346992999999999,1.0
301,1996-03-04,-0.81549,-0.8257652380952382,-0.7351756,1.0
302,1996-03-05,-0.81549,-0.8257357142857144,-0.7356519,1.0
303,1996-03-06,-0.81549,-0.8257061904761906,-0.7361282,1.0
304,1996-03-07,-0.81549,-0.8256766666666667,-0.7366045,1.0
305,1996-03-08,-0.79632,-0.8247342857142858,-0.7369982500000001,1.0
306,1996-03-11,-0.79632,-0.8232333333333334,-0.7373919999999999,1.0
307,1996-03-12,-0.79632,-0.821732380952381,-0.73778575,1.0
308,1996-03-13,-0.79632,-0.8202314285714285,-0.7381795000000001,1.0
309,1996-03-14,-0.79632,-0.8187304761904761,-0.7385732499999998,1.0
310,1996-03-15,-0.77257,-0.8160985714285713,-0.7388831499999999,1.0
311,1996-03-18,-0.77257,-0.8132423809523809,-0.7391930499999999,1.0
312,1996-03-19,-0.77257,-0.8103861904761904,-0.73950295,1.0
313,1996-03-20,-0.77257,-0.8075300000000001,-0.73981285,1.0
314,1996-03-21,-0.77257,-0.8046738095238096,-0.74012275,1.0
315,1996-03-22,-0.749,-0.800695238095238,-0.74036825,1.0
316,1996-03-25,-0.749,-0.7968980952380953,-0.74061375,1.0
317,1996-03-26,-0.749,-0.7931009523809524,-0.7408592500000001,1.0
318,1996-03-27,-0.749,-0.7893038095238095,-0.7411047500000001,1.0
319,1996-03-28,-0.749,-0.7855066666666668,-0.74135025,1.0
320,1996-03-29,-0.72721,-0.7806719047619048,-0.74153875,1.0
321,1996-04-01,-0.72721,-0.7764680952380952,-0.74172725,1.0
322,1996-04-02,-0.72721,-0.7722642857142856,-0.74191575,1.0
323,1996-04-03,-0.72721,-0.7680604761904761,-0.74210425,1.0
324,1996-04-04,-0.72721,-0.7638566666666667,-0.7422927499999998,1.0
325,1996-04-05,-0.70972,-0.75882,-0.74243635,1.0
326,1996-04-08,-0.70972,-0.7546961904761905,-0.74257995,1.0
327,1996-04-09,-0.70972,-0.750572380952381,-0.74272355,1.0
328,1996-04-10,-0.70972,-0.7464485714285714,-0.74286715,1.0
329,1996-04-11,-0.70972,-0.7423247619047619,-0.7430107499999999,0.0
330,1996-04-12,-0.69704,-0.7375971428571428,-0.74311505,0.0
331,1996-04-15,-0.69704,-0.7340004761904761,-0.7432193500000001,0.0
332,1996-04-16,-0.69704,-0.7304038095238096,-0.74332365,0.0
333,1996-04-17,-0.69704,-0.7268071428571429,-0.74342795,0.0
334,1996-04-18,-0.69704,-0.7232104761904762,-0.7435322499999999,0.0
335,1996-04-19,-0.69128,-0.7193395238095238,-0.74360355,0.0
336,1996-04-22,-0.69128,-0.7165909523809523,-0.74367485,0.0
337,1996-04-23,-0.69128,-0.713842380952381,-0.7437461499999999,0.0
338,1996-04-24,-0.69128,-0.7110938095238095,-0.74381745,0.0
339,1996-04-25,-0.69128,-0.7083452380952381,-0.74388875,0.0
340,1996-04-26,-0.69249,-0.7056542857142858,-0.74394375,0.0
341,1996-04-29,-0.69249,-0.7040009523809524,-0.7439987499999999,0.0
342,1996-04-30,-0.69249,-0.702347619047619,-0.7440537500000001,0.0
343,1996-05-01,-0.69249,-0.7006942857142858,-0.7441087500000001,0.0
344,1996-05-02,-0.69249,-0.6990409523809523,-0.74416375,0.0
345,1996-05-03,-0.69806,-0.6976528571428572,-0.74421065,0.0
346,1996-05-06,-0.69806,-0.697097619047619,-0.7442575499999999,0.0
347,1996-05-07,-0.69806,-0.696542380952381,-0.7443044499999999,0.0
348,1996-05-08,-0.69806,-0.6959871428571428,-0.7443513500000001,0.0
349,1996-05-09,-0.69806,-0.6954319047619048,-0.74439825,0.0
350,1996-05-10,-0.70647,-0.6952771428571429,-0.74443945,0.0
351,1996-05-13,-0.70647,-0.6957261904761906,-0.74448065,0.0
352,1996-05-14,-0.70647,-0.6961752380952382,-0.74452185,0.0
353,1996-05-15,-0.70647,-0.6966242857142857,-0.74456305,0.0
